DATE,TAVG,TMAX,TMIN
9/25/2020,63,68,57
9/26/2020,65,74,61
9/27/2020,70,78,64
9/28/2020,70,80,65
9/29/2020,70,77,55
9/30/2020,60,71,52
10/1/2020,62,72,51
10/2/2020,60,68,44
10/3/2020,54,67,40
10/4/2020,53,68,40
10/5/2020,58,68,45
10/6/2020,55,73,40
10/7/2020,64,83,49
10/8/2020,65,71,45
10/9/2020,55,71,41
10/10/2020,62,74,55
10/11/2020,67,72,64
10/12/2020,62,65,55
10/13/2020,60,72,47
10/14/2020,58,75,43
10/15/2020,63,75,51
10/16/2020,61,68,45
10/17/2020,51,62,37
10/18/2020,48,65,34
10/19/2020,59,72,49
10/20/2020,63,76,50
10/21/2020,67,80,58
10/22/2020,67,82,59
10/23/2020,68,78,58
10/24/2020,65,75,55
10/25/2020,50,55,46
10/26/2020,51,61,46
10/27/2020,58,63,55
10/28/2020,63,71,60
10/29/2020,59,63,51
10/30/2020,51,55,42
10/31/2020,44,52,32
11/1/2020,49,58,39
11/2/2020,43,49,36
11/3/2020,48,64,33
11/4/2020,48,69,33
11/5/2020,55,70,39
11/6/2020,55,74,42
11/7/2020,55,76,38
11/8/2020,56,77,40
11/9/2020,59,76,46
11/10/2020,63,77,50
11/11/2020,67,70,62
11/12/2020,61,69,49
11/13/2020,52,62,45
11/14/2020,49,60,37
11/15/2020,53,70,42
11/16/2020,54,61,38
11/17/2020,44,56,32
11/18/2020,39,44,27
11/19/2020,36,54,24
11/20/2020,50,66,33
11/21/2020,53,67,40
11/22/2020,56,58,51
11/23/2020,52,57,37
11/24/2020,43,51,33
11/25/2020,48,57,41
11/26/2020,57,70,46
11/27/2020,54,61,45
11/28/2020,50,59,33
11/29/2020,42,58,28
11/30/2020,54,62,47
12/1/2020,45,47,38
12/2/2020,41,48,34
12/3/2020,38,53,25
12/4/2020,46,50,44
12/5/2020,45,48,41
12/6/2020,41,45,31
12/7/2020,35,40,28
12/8/2020,36,45,31
12/9/2020,34,44,26
12/10/2020,36,54,24
12/11/2020,44,62,32
12/12/2020,49,65,36
12/13/2020,56,65,39
12/14/2020,41,44,34
12/15/2020,35,41,27
12/16/2020,31,34,27
12/17/2020,31,36,28
12/18/2020,34,37,27
12/19/2020,30,36,23
12/20/2020,37,46,32
12/21/2020,38,45,35
12/22/2020,42,49,34
12/23/2020,38,49,25
12/24/2020,47,61,43
12/25/2020,40,55,22
12/26/2020,26,35,20
12/27/2020,29,41,19
12/28/2020,41,56,32
12/29/2020,40,42,24
12/30/2020,33,47,26
12/31/2020,46,51,39
1/1/2021,37,39,34
1/2/2021,41,56,35
1/3/2021,40,42,34
1/4/2021,37,44,28
1/5/2021,38,40,37
1/6/2021,39,41,34
1/7/2021,38,46,30
1/8/2021,34,39,29
1/9/2021,36,46,30
1/10/2021,39,48,25
1/11/2021,31,42,22
1/12/2021,32,49,20
1/13/2021,34,51,22
1/14/2021,37,56,24
1/15/2021,40,52,27
1/16/2021,40,46,29
1/17/2021,38,47,28
1/18/2021,37,45,29
1/19/2021,39,51,26
1/20/2021,36,43,22
1/21/2021,34,54,19
1/22/2021,38,49,26
1/23/2021,33,38,24
1/24/2021,28,37,22
1/25/2021,35,38,31
1/26/2021,33,37,31
1/27/2021,38,44,33
1/28/2021,33,35,26
1/29/2021,27,31,22
1/30/2021,28,39,19
1/31/2021,30,32,28
2/1/2021,29,33,26
2/2/2021,33,36,31
2/3/2021,35,41,31
2/4/2021,36,49,28
2/5/2021,44,55,28
2/6/2021,38,50,27
2/7/2021,38,43,24
2/8/2021,30,38,22
2/9/2021,35,49,27
2/10/2021,36,42,29
2/11/2021,33,,
